HW,CHANNELS,KERNEL_SIZE,STRIDES,FREQ,CAT,SCALED_FREQ,SCALED_LOG_FREQ
33.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
33.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
33.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
33.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
34.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
34.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
35.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
35.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
36.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
36.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
36.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
36.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
37.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
37.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
37.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
37.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
38.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
38.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
38.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
39.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
39.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
39.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
39.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
39.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
40.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
40.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
41.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
41.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
41.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
42.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
42.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
43.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
43.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
43.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
43.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
44.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
44.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
44.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
45.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
45.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
45.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
45.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
45.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
46.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
46.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
46.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
46.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
47.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
47.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
47.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
48.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
48.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
48.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
49.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
49.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
49.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
49.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
4.0,1328.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
4.0,1640.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
50.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
51.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
51.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
51.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
51.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
52.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
52.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
52.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
53.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
53.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
53.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
54.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
54.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
55.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
55.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
55.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
55.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
56.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
56.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
57.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
57.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
58.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
58.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
59.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
59.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
59.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
59.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
5.0,1328.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
5.0,1640.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
60.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
60.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
60.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
61.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
61.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
61.0,64.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
62.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
63.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
63.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
63.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
63.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
64.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
64.0,208.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
64.0,256.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
64.0,40.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
64.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
66.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
66.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
6.0,1640.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
70.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
70.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
70.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
72.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
72.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
74.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
74.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
78.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
7.0,1328.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
7.0,1640.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
80.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
82.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
84.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
86.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
86.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
88.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
88.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
8.0,1024.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
8.0,1024.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
8.0,16.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
8.0,24.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
8.0,56.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
8.0,664.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
8.0,816.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
8.0,816.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
8.0,8.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
90.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
92.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
92.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
94.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
94.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
96.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
96.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
96.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
98.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
98.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
9.0,1024.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
9.0,664.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
9.0,664.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
